id_amat;ubicazione;linee;LONG_X_4326;LAT_Y_4326;Location
"13744";"Via Emilia, 18 prima di Via della Resistenza";"321,352";9.11510186314398;45.4194215561505;"(45.4194215561505, 9.11510186314398)"
"13745";"Via della Resistenza, 7 prima di Via Lario";"321";9.11313567941586;45.4217932950497;"(45.4217932950497, 9.11313567941586)"
"13746";"Via Lario, 2 prima di Via Val D'Ossola";"321,351";9.10832601250367;45.4225720461093;"(45.4225720461093, 9.10832601250367)"
"13747";Via Trieste prima di Via degli Aceri;"321";9.10615223241306;45.4254435907381;"(45.4254435907381, 9.10615223241306)"
"13748";Via della Liberazione fronte 3;"321";9.10840433262802;45.4342175319854;"(45.4342175319854, 9.10840433262802)"
"13749";"Via della Liberazione, 6 prima di Via Copernico";"321";9.10650875901729;45.4366360963703;"(45.4366360963703, 9.10650875901729)"
"13750";"Via Roma, 111 dopo Via Fermi";"321";9.09948642401864;45.43897967809;"(45.43897967809, 9.09948642401864)"
"13751";Via Roma prima di Via M.te Rosa;"321";9.09792358000546;45.4403656932155;"(45.4403656932155, 9.09792358000546)"
"13752";"Via Milano, 32 prima di V.le della Repubblica";"321,322,323";9.09818626342252;45.442071826181;"(45.442071826181, 9.09818626342252)"
"13753";"Via Milano, 48 prima di Via Buonarroti";"321";9.10294547789058;45.4440067205416;"(45.4440067205416, 9.10294547789058)"
"13754";Via Volta prima di Via Colombo;"321";9.10628932450305;45.4449137733298;"(45.4449137733298, 9.10628932450305)"
"13769";Autostazione Famagosta M2;"59";9.16920739545633;45.4372778598762;"(45.4372778598762, 9.16920739545633)"
"13771";Autostazione Famagosta M2;"74";9.16873528677849;45.4363882434402;"(45.4363882434402, 9.16873528677849)"
"13774";Assago Forum M2;"321,352";9.14596558193452;45.400406711181;"(45.400406711181, 9.14596558193452)"
"13775";Via Cadorna dopo Via Brodolini;"83";9.18059307508842;45.5422237501248;"(45.5422237501248, 9.18059307508842)"
"13778";"P.za Firenze, prima di via Caracciolo";"69";9.15711066038136;45.4883529210313;"(45.4883529210313, 9.15711066038136)"
"13785";"SS. 35 dei Giovi, 75 prima di Via Somalia (MOLINAZZO)";"165,729";9.15907966062842;45.5402934755507;"(45.5402934755507, 9.15907966062842)"
"13786";"SS. 35 dei Giovi, 102 dopo Via F. Filzi (CORMANO)";"165";9.15773697920075;45.5439586995542;"(45.5439586995542, 9.15773697920075)"
"13787";"SS. 35 dei Giovi, 172 prima di Via Tiziano (OSPITALETTO)";"165";9.1555143489595;45.5496848045843;"(45.5496848045843, 9.1555143489595)"
"13788";"SS. 35 dei Giovi, 14 prima di Via Tripoli (TONOLLI)";"165";9.15420730655775;45.5536889688133;"(45.5536889688133, 9.15420730655775)"
"13790";"Via Reali, dopo Via M.te Bello (CASCINA AMATA)";"165";9.14811733429002;45.5709336705874;"(45.5709336705874, 9.14811733429002)"
"13791";Via Reali dopo Via Magretti (CASCINA AMATA PAESE);"165";9.1468795233934;45.5748191322431;"(45.5748191322431, 9.1468795233934)"
"13792";"Via Comasina, 14 dopo Via Monte Sabotino (CASTELLETTO)";"165";9.14562434428218;45.580574272399;"(45.580574272399, 9.14562434428218)"
"13793";"Via Castelletto, 56 dopo Via S.Pietro (MOLINO)";"165";9.1456541619663;45.5842175747119;"(45.5842175747119, 9.1456541619663)"
"13794";C.so Milano dopo Via Turati (VILL. DEI GIOVI);"165";9.14561993519691;45.5901156538639;"(45.5901156538639, 9.14561993519691)"
"13795";"C.so Milano, 7 dopo via Cavour (VAREDO DEPOSITO)";"165";9.14569499361677;45.596064271474;"(45.596064271474, 9.14569499361677)"
"13797";Via M.te Grappa;"165";9.12521510934434;45.6146464774767;"(45.6146464774767, 9.12521510934434)"
"13798";Via M.te Bianco prima di  Via M.te Rosa;"165";9.12070977915925;45.6147568207491;"(45.6147568207491, 9.12070977915925)"
"13799";"P.za 5 Giornate, 5 prima di Via F.lli Cervi (PAESE)";"165";9.123314775588;45.603014338109;"(45.603014338109, 9.123314775588)"
"13800";"Via dei Mille, 80 dopo Via Faenza (COLOMBINO)";"165";9.13520450154206;45.5986595340575;"(45.5986595340575, 9.13520450154206)"
"13803";"V.le Isonzo, 6";"92";9.20781121234564;45.4469562442254;"(45.4469562442254, 9.20781121234564)"
"13804";P.za Trento prima di Via Crema;"92";9.20340644419339;45.4471668545968;"(45.4471668545968, 9.20340644419339)"
"13805";V.le Isonzo fronte 6 prima di P.le Lodi;"92";9.20827769693997;45.4467747088838;"(45.4467747088838, 9.20827769693997)"
"13806";Via Romero dopo via Amantea fronte ingresso Cimitero di Baggio;"67,76,433";9.08493314434742;45.4642898115528;"(45.4642898115528, 9.08493314434742)"
"13807";P.le Stz Cascina Gobba m2;"152,170";9.26034592802544;45.5114240649248;"(45.5114240649248, 9.26034592802544)"
"13815";Via Chioggia dopo Via Longarone;"701,707";9.29417731444797;45.5288488769993;"(45.5288488769993, 9.29417731444797)"
"13816";"Via Ginestrino, 53 prima di Via Micca";"701,707";9.29438040390941;45.5302053332054;"(45.5302053332054, 9.29438040390941)"
"13817";"Via Longarone, 28 dopo Via Chioggia";"701,707";9.29352332479737;45.5280034715959;"(45.5280034715959, 9.29352332479737)"
"13818";"Via Carducci, 25 dopo Via Pirandello";"707";9.29153747948681;45.5260286808383;"(45.5260286808383, 9.29153747948681)"
"13822";Via L.Da Vinci (ingresso scuole);"701,707";9.29349872163476;45.5345548708255;"(45.5345548708255, 9.29349872163476)"
"13823";P.le Cologno Nord M2;"701,707";9.29082333018449;45.5352171069741;"(45.5352171069741, 9.29082333018449)"
"13826";"Via Galilei, 14 dopo Via 4 Strade";"701";9.27651747461242;45.5318402447516;"(45.5318402447516, 9.27651747461242)"
"13827";"V.le Lombardia, 6 prima di Via Pellico";"701";9.27489776982664;45.5354555049449;"(45.5354555049449, 9.27489776982664)"
"13828";V.le Lombardia fronte civ. 25;"701";9.2749597795894;45.5371438725441;"(45.5371438725441, 9.2749597795894)"
"13830";"V.le Lombardia, 86 prima di Via Giordano";"701,707";9.27512598637803;45.5410273634988;"(45.5410273634988, 9.27512598637803)"
"13831";V.le Lombardia prima di Via Piacenza;"701";9.27520265987379;45.5435114275171;"(45.5435114275171, 9.27520265987379)"
"13832";Via Tagliabue 17 dopo V.le Lombardia;"701";9.27383041984661;45.5459229649903;"(45.5459229649903, 9.27383041984661)"
"13833";Via Tagliabue prima di Via della Repubblica;"701";9.27097795299125;45.5459709197701;"(45.5459709197701, 9.27097795299125)"
"13834";"Via della Repubblica, dopo Via Buozzi";"701";9.26936176998635;45.5471423963096;"(45.5471423963096, 9.26936176998635)"
"13835";"Via Filzi, 24 dopo Via Toti";"701";9.26730124568128;45.5489750323174;"(45.5489750323174, 9.26730124568128)"
"13836";"Via S.Maurizio al Lambro, 101dopo Via Rossini";"701";9.26291614389972;45.5537916691791;"(45.5537916691791, 9.26291614389972)"
"13837";"V.le Italia, 593 prima di Via Pelucca";"701";9.25978001454573;45.5533436332672;"(45.5533436332672, 9.25978001454573)"
"13840";"V.le Italia, 495 prima di Via Migliorini";"701";9.25326483389073;45.5446467156955;"(45.5446467156955, 9.25326483389073)"
"13841";"V.le Italia, 473";"701";9.24982819438142;45.5412834365771;"(45.5412834365771, 9.24982819438142)"
"13842";V.le Italia prima di Via Mazzini;"701";9.24678113547319;45.5383152521849;"(45.5383152521849, 9.24678113547319)"
"13845";"V.le Italia, 185 prima di Via Tonale";"700";9.23945685718164;45.5312290993966;"(45.5312290993966, 9.23945685718164)"
"13846";"V.le Italia, 115 prima di Via Cadorna";"700";9.23765457660597;45.5293831690674;"(45.5293831690674, 9.23765457660597)"
"13847";V.le Edison dopo Via Oberdan;"53";9.2320732864626;45.5248778293935;"(45.5248778293935, 9.2320732864626)"
"13849";"V.le Italia, 72 dopo Via Oberdan";"700";9.23263071693736;45.5261126593916;"(45.5261126593916, 9.23263071693736)"
"13850";"V.le Italia, prima di Via 24 Maggio";"700";9.23668596669076;45.5282015561316;"(45.5282015561316, 9.23668596669076)"
"13851";V.le Italia prima di V.le Rimembranze;"700";9.23991193682561;45.5312801441765;"(45.5312801441765, 9.23991193682561)"
"13853";V.le Italia prima di Via Gen. Cantore;"701,702";9.24320510782859;45.5344436812572;"(45.5344436812572, 9.24320510782859)"
"13854";"V.le Italia, 548 dopo Via Mazzini";"701";9.24667658813331;45.5378384296381;"(45.5378384296381, 9.24667658813331)"
"13855";"V.le Italia, 578";"701";9.24971887215401;45.5408201288427;"(45.5408201288427, 9.24971887215401)"
"13856";"V.le Italia, 594 dopo Via Lambro";"701";9.25323413593476;45.5442282419685;"(45.5442282419685, 9.25323413593476)"
"13859";V.le Italia prima di Via Tevere;"701";9.25971222379437;45.5528635721007;"(45.5528635721007, 9.25971222379437)"
"13860";"Via S.Maurizio al Lambro, 66 prima di Via Tagliamento";"701";9.26297801746531;45.5536526883329;"(45.5536526883329, 9.26297801746531)"
"13861";"Via F.Filzi, 1 dopo L.go Gramsci";"701";9.26696892954461;45.5483795895016;"(45.5483795895016, 9.26696892954461)"
"13862";"Via C.Battisti, 69";"701,709";9.26872471758991;45.5457850479205;"(45.5457850479205, 9.26872471758991)"
"13863";"Via Curiel, 8 dopo Via C. Battisti";"701";9.2702508362441;45.5447473572587;"(45.5447473572587, 9.2702508362441)"
"13864";V.le Lombardia dopo Via Curiel;"701";9.27499130768442;45.5439484794283;"(45.5439484794283, 9.27499130768442)"
"13865";"V.le Lombardia, 107 prima di Via Respighi";"701";9.27499765911949;45.5409781671585;"(45.5409781671585, 9.27499765911949)"
"13867";"V.le Lombardia, 39 prima di Via Perugino";"701";9.27483293091;45.5370676697059;"(45.5370676697059, 9.27483293091)"
"13868";"V.le Lombardia, 1 prima di Via Sanzio";"701";9.27475408260825;45.5353396844529;"(45.5353396844529, 9.27475408260825)"
"13869";"Via Galilei, 15 prima di Via 4 Strade";"701";9.27635732954493;45.5320711543009;"(45.5320711543009, 9.27635732954493)"
"13871";P.le Est Cologno Nord M2 (lato scale);"701,702,707";9.29123340695691;45.5341256208837;"(45.5341256208837, 9.29123340695691)"
"13872";"Via Pascoli, 23 prima di Via Neruda";"702";9.28927891615649;45.5301823473654;"(45.5301823473654, 9.28927891615649)"
"13875";"Via Carducci, 10 prima di Via Pirandello";"707";9.29166266220476;45.5259413586982;"(45.5259413586982, 9.29166266220476)"
"13879";Via Toti civ. 13;"701";9.26792402378792;45.5485548627798;"(45.5485548627798, 9.26792402378792)"
"13880";P.le Ovest Cologno Nord M2;"702";9.29195757728574;45.535414073244;"(45.535414073244, 9.29195757728574)"
"13886";"Via Padova, 345 dopo Via Palmanova";"86";9.25379475230259;45.5111261048081;"(45.5111261048081, 9.25379475230259)"
"13887";Via Padova fronte 300 prima di P.za Costantino;"86";9.2481398987211;45.5098603771175;"(45.5098603771175, 9.2481398987211)"
"13888";"Via Adriano, dopo Via Vipiteno";"86";9.24544590149295;45.5143621628436;"(45.5143621628436, 9.24544590149295)"
"13889";Via Adriano dopo Via Nenni;"53";9.24416381955337;45.5169195090177;"(45.5169195090177, 9.24416381955337)"
"13898";Via Volta prima di Via dalla Chiesa;"707";9.28571109583407;45.5257110257957;"(45.5257110257957, 9.28571109583407)"
"13900";"V.le Dall'Acqua, 3 prima di Via 25 Aprile";"702";9.28175820223727;45.5282839268456;"(45.5282839268456, 9.28175820223727)"
"13901";V.le Visconti altezza P.za Moro;"702";9.27758293900355;45.5298017910548;"(45.5298017910548, 9.27758293900355)"
"13902";Via Indipendenza prima di V.le Marche;"701,702";9.27576740650516;45.52876657667;"(45.52876657667, 9.27576740650516)"
"13903";Via Cavallotti dopo V.le Romagna;"702";9.26956601732486;45.5284123231004;"(45.5284123231004, 9.26956601732486)"
"13905";Via G. di Vittorio dopo Via Pisa;"702";9.25853556476725;45.5270644810972;"(45.5270644810972, 9.25853556476725)"
"13906";Via G. di Vittorio prima di Via Martesana;"702";9.25645290696854;45.5268261446165;"(45.5268261446165, 9.25645290696854)"
